Country.Name;Country.ISO;Series.Name;Series.Year;Indicator;Sex;Series.Type;Series.Category;Data.Collection.Method;Model.Life.Table;Age.Group.of.Women.or.Time.Since.First.Birth;Interval;Reference.Date;Wealth.Quintile;Estimates;Standard.Error.of.Estimates;Indirect.method.based.on.TSFB;Method.based.on.Age.Group.of.Women;Inclusion;DataCatalogID
Sierra Leone;SLE;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1995,779609;1;277,9098;26,019152;1;0;1;1936
Sierra Leone;SLE;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1995,779609;4;367,731453;26,653246;1;0;1;1936
Sierra Leone;SLE;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD South;5-9;5;1995,779609;5;232,594312;30,828267;1;0;1;1936
Somalia;SOM;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;3;126,355301;16,755718;0;0;1;141
Somalia;SOM;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;2;152,946991;42,105635;0;0;1;141
Somalia;SOM;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;4;128,810558;25,578186;0;0;1;141
Somalia;SOM;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;1;117,430176;26,207449;0;0;1;141
Somalia;SOM;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;5;117,054877;50,830011;0;0;1;141
South Africa;ZAF;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;4;35,269933;16,97522;0;0;1;5797
South Africa;ZAF;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;5;22,248719;10,420002;0;0;1;5797
South Africa;ZAF;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;1;67,265311;24,104239;0;0;1;5797
South Africa;ZAF;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;2;48,186807;17,917307;0;0;1;5797
South Africa;ZAF;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;3;39,843884;10,473633;0;0;1;5797
South Africa;ZAF;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;1;88,53965;10,624014;0;0;1;1721
South Africa;ZAF;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;5;24,394184;6,70175;0;0;1;1721
South Africa;ZAF;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;2;76,477978;12,603231;0;0;1;1721
South Africa;ZAF;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;3;50,448209;7,021563;0;0;1;1721
South Africa;ZAF;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;4;45,717567;9,641403;0;0;1;1721
South Sudan;SSD;Household Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;4;51,334152;8,930618;0;0;1;5560
South Sudan;SSD;Household Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;5;67,608605;7,50365;0;0;1;5560
South Sudan;SSD;Household Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;3;43,241719;7,215829;0;0;1;5560
South Sudan;SSD;Household Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;2;57,38423;8,789731;0;0;1;5560
South Sudan;SSD;Household Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;1;45,63926;8,539108;0;0;1;5560
Sri Lanka;LKA;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;NDHS;Full Birth Histories;;;5;2013,5;4;13,03718682681;4,973742832768;0;0;1;6094
Sri Lanka;LKA;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;NDHS;Full Birth Histories;;;5;2013,5;2;10,336803400324;8,994587033676;0;0;1;6094
Sri Lanka;LKA;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;NDHS;Full Birth Histories;;;5;2013,5;5;10,018644374384;5,471875866239;0;0;1;6094
Sri Lanka;LKA;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;NDHS;Full Birth Histories;;;5;2013,5;1;11,630290452586;6,636015498823;0;0;1;6094
Sri Lanka;LKA;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;NDHS;Full Birth Histories;;;5;2013,5;3;6,873907605027;9,272556186451;0;0;1;6094
State of Palestine;PSE;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;2;19,914224;6,166526;0;0;1;7872
State of Palestine;PSE;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;4;15,586946;4,432793;0;0;1;7872
State of Palestine;PSE;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;1;15,334577;4,769883;0;0;1;7872
State of Palestine;PSE;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;5;9,551154;3,24071;0;0;1;7872
State of Palestine;PSE;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;3;13,124219;3,839374;0;0;1;7872
State of Palestine;PSE;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;1;20,729124;7,156393;0;0;1;5563
State of Palestine;PSE;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;2;24,550158;13,444762;0;0;1;5563
State of Palestine;PSE;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;3;23,967901;5,950884;0;0;1;5563
State of Palestine;PSE;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;5;11,587521;4,073392;0;0;1;5563
State of Palestine;PSE;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;4;19,304033;5,302534;0;0;1;5563
State of Palestine;PSE;Multiple Indicator Cluster Survey-Family Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;2;26,789821;6,944427;0;0;1;5019
State of Palestine;PSE;Multiple Indicator Cluster Survey-Family Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;3;23,295314;12,930188;0;0;1;5019
State of Palestine;PSE;Multiple Indicator Cluster Survey-Family Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;4;23,096051;13,554645;0;0;1;5019
State of Palestine;PSE;Multiple Indicator Cluster Survey-Family Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;5;13,919152;3,750164;0;0;1;5019
State of Palestine;PSE;Multiple Indicator Cluster Survey-Family Health Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;1;30,280001;10,951839;0;0;1;5019
Sudan;SDN;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;5;39,866303;4,598396;0;0;1;5593
Sudan;SDN;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;3;67,265828;5,532896;0;0;1;5593
Sudan;SDN;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;4;61,954997;6,968507;0;0;1;5593
Sudan;SDN;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;1;77,688795;7,449592;0;0;1;5593
Sudan;SDN;Multiple Indicator Cluster Survey;2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2011,5;2;76,675577;6,02984;0;0;1;5593
Sudan;SDN;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;5;35,868307;7,001153;0;0;1;5355
Sudan;SDN;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;4;43,484493;4,978778;0;0;1;5355
Sudan;SDN;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;1;46,377352;5,495581;0;0;1;5355
Sudan;SDN;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;2;63,661026;6,440262;0;0;1;5355
Sudan;SDN;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2007,5;3;54,815805;5,87888;0;0;1;5355
Suriname;SUR;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;1;16,972463;6,502133;0;0;1;7591
Suriname;SUR;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;2;14,381613;8,162154;0;0;1;7591
Suriname;SUR;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;4;24,489695;8,672165;0;0;1;7591
Suriname;SUR;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;5;15,143392;7,533515;0;0;1;7591
Suriname;SUR;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;3;22,933561;8,640966;0;0;1;7591
Suriname;SUR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,478398;2;26,261768;8,893356;1;0;1;1919
Suriname;SUR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,478398;3;22,68661;11,417666;1;0;1;1919
Suriname;SUR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,478398;1;57,760864;11,699017;1;0;1;1919
Suriname;SUR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,478398;5;8,007581;5,591878;1;0;1;1919
Suriname;SUR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,478398;4;40,883693;12,862396;1;0;1;1919
Suriname;SUR;Multiple Indicator Cluster Survey;1999-2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1995,208311;2;21,303778;9,563178;1;0;1;1945
Suriname;SUR;Multiple Indicator Cluster Survey;1999-2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1995,208311;5;68,777213;23,47975;1;0;1;1945
Suriname;SUR;Multiple Indicator Cluster Survey;1999-2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1995,208311;3;22,489727;11,415921;1;0;1;1945
Suriname;SUR;Multiple Indicator Cluster Survey;1999-2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1995,208311;4;46,498401;15,8213;1;0;1;1945
Suriname;SUR;Multiple Indicator Cluster Survey;1999-2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1995,208311;1;20,302437;10,359196;1;0;1;1945
Syrian Arab Republic;SYR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2001,748463;1;19,387472;3,560554;1;0;1;51
Syrian Arab Republic;SYR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2001,748463;5;14,870572;4,945764;1;0;1;51
Syrian Arab Republic;SYR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2001,748463;4;15,281655;3,355131;1;0;1;51
Syrian Arab Republic;SYR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2001,748463;2;21,127726;3,670096;1;0;1;51
Syrian Arab Republic;SYR;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2001,748463;3;19,056828;3,769288;1;0;1;51
Tajikistan;TJK;Demographic and Health Survey;2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2014,5;3;30,242012;7,430116;0;0;1;7371
Tajikistan;TJK;Demographic and Health Survey;2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2014,5;2;40,078423;7,833981;0;0;1;7371
Tajikistan;TJK;Demographic and Health Survey;2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2014,5;4;23,972578;5,679157;0;0;1;7371
Tajikistan;TJK;Demographic and Health Survey;2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2014,5;5;26,563805;5,267259;0;0;1;7371
Tajikistan;TJK;Demographic and Health Survey;2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2014,5;1;49,706269;7,666731;0;0;1;7371
Tajikistan;TJK;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;1;55,336039;11,941113;0;0;1;5070
Tajikistan;TJK;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;5;33,553455;6,616937;0;0;1;5070
Tajikistan;TJK;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;2;53,114507;9,679009;0;0;1;5070
Tajikistan;TJK;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;3;41,212773;7,226564;0;0;1;5070
Tajikistan;TJK;Demographic and Health Survey;2012;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;4;30,981061;6,087679;0;0;1;5070
Tajikistan;TJK;Multiple Indicator Cluster Survey;2005;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,036086;3;98,668828;20,570841;1;0;1;724
Tajikistan;TJK;Multiple Indicator Cluster Survey;2005;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,036086;4;48,637124;13,550278;1;0;1;724
Tajikistan;TJK;Multiple Indicator Cluster Survey;2005;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,036086;5;90,732597;18,754215;1;0;1;724
Tajikistan;TJK;Multiple Indicator Cluster Survey;2005;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,036086;1;75,682441;16,004124;1;0;1;724
Tajikistan;TJK;Multiple Indicator Cluster Survey;2005;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;2001,036086;2;100,537519;19,183865;1;0;1;724
Tajikistan;TJK;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1996,04878;4;128,161402;18,221883;1;0;1;1924
Tajikistan;TJK;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1996,04878;1;154,574287;15,397012;1;0;1;1924
Tajikistan;TJK;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1996,04878;2;128,507397;17,784236;1;0;1;1924
Tajikistan;TJK;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1996,04878;5;107,014881;19,462983;1;0;1;1924
Tajikistan;TJK;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD East;5-9;5;1996,04878;3;126,7204;15,664628;1;0;1;1924
Thailand;THA;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2014,198016;1;10,736571;8,813642;1;0;1;7879
Thailand;THA;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2014,198016;2;1,107097;0,811702;1;0;1;7879
Thailand;THA;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2014,198016;5;2,707117;2,360025;1;0;1;7879
Thailand;THA;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2014,198016;3;0,683453;0,3302;1;0;1;7879
Thailand;THA;Multiple Indicator Cluster Survey;2019;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2014,198016;4;0,232124;0,172256;1;0;1;7879
Thailand;THA;Multiple Indicator Cluster Survey;2015-2016;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2010,606366;1;5,824356;2,263733;1;0;1;5669
Thailand;THA;Multiple Indicator Cluster Survey;2015-2016;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2010,606366;2;3,417094;1,654143;1;0;1;5669
Thailand;THA;Multiple Indicator Cluster Survey;2015-2016;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2010,606366;5;0,195646;0,173047;1;0;1;5669
Thailand;THA;Multiple Indicator Cluster Survey;2015-2016;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2010,606366;4;2,004458;1,03444;1;0;1;5669
Thailand;THA;Multiple Indicator Cluster Survey;2015-2016;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2010,606366;3;2,011431;1,162221;1;0;1;5669
Thailand;THA;Multiple Indicator Cluster Survey;2012-2013;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2007,412005;1;15,665281;6,817546;1;0;1;5034
Thailand;THA;Multiple Indicator Cluster Survey;2012-2013;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2007,412005;2;19,459568;13,390463;1;0;1;5034
Thailand;THA;Multiple Indicator Cluster Survey;2012-2013;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2007,412005;3;4,241514;2,120991;1;0;1;5034
Thailand;THA;Multiple Indicator Cluster Survey;2012-2013;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2007,412005;4;6,53079;3,280535;1;0;1;5034
Thailand;THA;Multiple Indicator Cluster Survey;2012-2013;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2007,412005;5;2,478476;1,02726;1;0;1;5034
Thailand;THA;Multiple Indicator Cluster Survey;2005-2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2000,855353;1;12,07633;4,103258;1;0;1;175
Thailand;THA;Multiple Indicator Cluster Survey;2005-2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2000,855353;2;19,120883;5,924684;1;0;1;175
Thailand;THA;Multiple Indicator Cluster Survey;2005-2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2000,855353;5;5,932557;4,298447;1;0;1;175
Thailand;THA;Multiple Indicator Cluster Survey;2005-2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2000,855353;3;8,782608;3,447091;1;0;1;175
Thailand;THA;Multiple Indicator Cluster Survey;2005-2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD West;5-9;5;2000,855353;4;10,389284;5,803795;1;0;1;175
Timor-Leste;TLS;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;1;50,24804;8,794667;0;0;1;6097
Timor-Leste;TLS;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;2;36,847185;6,156274;0;0;1;6097
Timor-Leste;TLS;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;5;26,60613;6,335665;0;0;1;6097
Timor-Leste;TLS;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;3;35,240793;6,82126;0;0;1;6097
Timor-Leste;TLS;Demographic and Health Survey;2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;4;34,752825;6,480623;0;0;1;6097
Timor-Leste;TLS;Demographic and Health Survey;2009-2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;4;61,665172;7,751558;0;0;1;4948
Timor-Leste;TLS;Demographic and Health Survey;2009-2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;1;67,126612;8,716809;0;0;1;4948
Timor-Leste;TLS;Demographic and Health Survey;2009-2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;5;41,928151;7,284768;0;0;1;4948
Timor-Leste;TLS;Demographic and Health Survey;2009-2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;2;81,746104;8,905022;0;0;1;4948
Timor-Leste;TLS;Demographic and Health Survey;2009-2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;3;79,218323;8,568627;0;0;1;4948
Togo;TGO;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;3;95,823957;10,805368;0;0;1;5071
Togo;TGO;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;1;114,915958;9,440486;0;0;1;5071
Togo;TGO;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;2;113,147657;10,334244;0;0;1;5071
Togo;TGO;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;4;72,208696;8,456446;0;0;1;5071
Togo;TGO;Demographic and Health Survey;2013-2014;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2010,5;5;37,879265;6,133426;0;0;1;5071
Togo;TGO;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;5;90,647648;8,125913;0;0;1;1735
Togo;TGO;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;1;161,272965;10,97767;0;0;1;1735
Togo;TGO;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;2;168,770701;10,884778;0;0;1;1735
Togo;TGO;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;3;154,12782;10,412955;0;0;1;1735
Togo;TGO;Demographic and Health Survey;1998;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1995,5;4;138,91372;9,326729;0;0;1;1735
Togo;TGO;Multiple Indicator Cluster Survey;2017;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;3;78,935777;11,098671;0;0;1;7502
Togo;TGO;Multiple Indicator Cluster Survey;2017;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;4;48,773135;8,247729;0;0;1;7502
Togo;TGO;Multiple Indicator Cluster Survey;2017;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;5;44,820076;8,188986;0;0;1;7502
Togo;TGO;Multiple Indicator Cluster Survey;2017;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;1;96,17132;13,188619;0;0;1;7502
Togo;TGO;Multiple Indicator Cluster Survey;2017;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2014,5;2;87,202249;10,489818;0;0;1;7502
Togo;TGO;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2006,119332;1;143,717617;17,330457;1;0;1;5036
Togo;TGO;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2006,119332;2;133,684837;15,420624;1;0;1;5036
Togo;TGO;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2006,119332;3;137,284625;17,806453;1;0;1;5036
Togo;TGO;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2006,119332;4;72,310092;16,481863;1;0;1;5036
Togo;TGO;Multiple Indicator Cluster Survey;2010;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2006,119332;5;54,254224;14,980239;1;0;1;5036
Togo;TGO;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2001,757421;1;168,700993;15,722614;1;0;1;669
Togo;TGO;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2001,757421;2;165,66239;20,146774;1;0;1;669
Togo;TGO;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2001,757421;3;103,203328;18,919147;1;0;1;669
Togo;TGO;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2001,757421;4;71,182113;16,307096;1;0;1;669
